datetime,timestamp_ms,ppm,temperature_c,battery_mv,status
2026-06-01 12:43:04,3221580,0.620,28.41,118,1
2026-06-01 12:43:07,3224610,1.670,28.42,117,1
2026-06-01 12:43:10,3227640,0.998,28.41,118,1
2026-06-01 12:43:13,3230670,-0.599,28.41,118,1
2026-06-01 12:43:16,3233700,0.263,28.41,118,1
2026-06-01 12:43:19,3236730,-0.158,28.42,118,1
2026-06-01 12:43:22,3239760,0.725,28.42,117,1
2026-06-01 12:43:26,3242790,1.271,28.42,118,1
2026-06-01 12:43:29,3245820,0.578,28.41,118,1
2026-06-01 12:43:32,3248850,0.788,28.41,117,1
2026-06-01 12:43:35,3251880,1.061,28.41,118,1
2026-06-01 12:43:38,3254910,1.082,28.42,118,1
2026-06-01 12:43:41,3257940,0.557,28.41,117,1
2026-06-01 12:43:44,3260970,0.515,28.42,117,1
2026-06-01 12:43:47,3264000,0.326,28.42,117,1
2026-06-01 12:43:50,3267030,0.473,28.42,117,1
2026-06-01 12:43:53,3270060,0.683,28.42,118,1
2026-06-01 12:43:56,3273090,-0.031,28.42,114,1
2026-06-01 12:43:59,3276120,1.586,28.42,115,1
2026-06-01 12:44:02,3279150,-0.095,28.42,117,1
2026-06-01 12:44:05,3282180,0.158,28.42,117,1
2026-06-01 12:44:08,3285210,0.305,28.42,117,1
2026-06-01 12:44:11,3288240,0.410,28.42,118,1
2026-06-01 12:44:14,3291270,0.914,28.42,118,1
2026-06-01 12:44:17,3294300,1.397,28.42,117,1
2026-06-01 12:44:20,3297330,0.263,28.42,118,1
2026-06-01 12:44:23,3300360,1.670,28.42,118,1
2026-06-01 12:44:26,3303390,0.893,28.42,118,1
2026-06-01 12:44:29,3306420,0.956,28.42,118,1
2026-06-01 12:44:32,3309450,0.179,28.42,118,1
2026-06-01 12:44:35,3312480,0.998,28.42,118,1
2026-06-01 12:44:38,3315510,0.956,28.42,117,1
2026-06-01 12:44:41,3318540,0.620,28.43,117,1
2026-06-01 12:44:44,3321570,0.305,28.42,117,1
2026-06-01 12:44:47,3324600,0.620,28.43,119,1
2026-06-01 12:44:50,3327630,0.599,28.42,117,1
2026-06-01 12:44:53,3330660,0.515,28.43,116,1
2026-06-01 12:44:56,3333690,1.691,28.43,117,1
2026-06-01 12:44:59,3336720,0.158,28.42,117,1
2026-06-01 12:45:02,3339750,0.179,28.43,117,1
2026-06-01 12:45:06,3342780,0.200,28.43,119,1
2026-06-01 12:45:09,3345810,0.389,28.43,117,1
2026-06-01 12:45:12,3348840,1.271,28.43,118,1
2026-06-01 12:45:15,3351870,-0.158,28.43,118,1
2026-06-01 12:45:18,3354900,0.431,28.43,117,1
2026-06-01 12:45:21,3357930,0.809,28.43,117,1
2026-06-01 12:45:24,3360960,0.284,28.43,117,1
2026-06-01 12:45:27,3363990,0.788,28.43,117,1
2026-06-01 12:45:30,3367020,0.620,28.43,118,1
2026-06-01 12:45:33,3370050,0.977,28.43,118,1
2026-06-01 12:45:36,3373080,0.074,28.43,119,1
2026-06-01 12:45:39,3376110,0.410,28.44,118,1
2026-06-01 12:45:42,3379140,-0.200,28.43,117,1
2026-06-01 12:45:45,3382170,0.221,28.44,118,1
2026-06-01 12:45:48,3385200,0.452,28.44,117,1
2026-06-01 12:45:51,3388230,0.599,28.44,117,1
2026-06-01 12:45:54,3391260,0.977,28.44,119,1
2026-06-01 12:45:57,3394290,1.145,28.44,116,1
2026-06-01 12:46:00,3397320,0.704,28.44,117,1
2026-06-01 12:46:03,3400350,0.326,28.44,118,1
2026-06-01 12:46:06,3403380,0.347,28.44,117,1
2026-06-01 12:46:09,3406410,0.179,28.45,115,1
2026-06-01 12:46:12,3409440,0.137,28.45,126,17
2026-06-01 12:46:15,3412470,0.473,28.45,118,1
2026-06-01 12:46:18,3415500,0.368,28.47,118,1
2026-06-01 12:46:21,3418530,0.158,28.51,120,1
2026-06-01 12:46:24,3421560,0.977,28.53,119,1
2026-06-01 12:46:27,3424590,0.830,28.53,117,1
2026-06-01 12:46:30,3427620,1.019,28.53,117,1
2026-06-01 12:46:33,3430650,0.515,28.53,118,1
2026-06-01 12:46:36,3433680,0.620,28.54,120,1
2026-06-01 12:46:39,3436710,0.788,28.54,121,1
2026-06-01 12:46:42,3439740,1.082,28.53,116,1
2026-06-01 12:46:46,3442770,0.494,28.54,117,1
2026-06-01 12:46:49,3445800,-0.158,28.54,118,1
2026-06-01 12:46:52,3448830,0.788,28.53,118,1
2026-06-01 12:46:55,3451860,0.158,28.54,118,1
2026-06-01 12:46:58,3454890,0.767,28.54,118,1
2026-06-01 12:47:01,3457920,0.452,28.53,119,1
2026-06-01 12:47:04,3460950,0.515,28.53,119,1
2026-06-01 12:47:07,3463980,0.725,28.53,118,1
2026-06-01 12:47:10,3467010,0.683,28.53,119,1
2026-06-01 12:47:13,3470040,0.494,28.54,119,1
2026-06-01 12:47:16,3473070,1.040,28.53,119,1
2026-06-01 12:47:19,3476100,0.914,28.53,117,1
2026-06-01 12:47:22,3479130,0.431,28.53,118,1
2026-06-01 12:47:25,3482160,0.914,28.53,119,1
2026-06-01 12:47:28,3485190,0.473,28.53,118,1
2026-06-01 12:47:31,3488220,1.271,28.53,119,1
2026-06-01 12:47:34,3491250,0.956,28.54,118,1
2026-06-01 12:47:37,3494280,0.410,28.54,120,1
2026-06-01 12:47:40,3497310,0.893,28.54,119,1
2026-06-01 12:47:43,3500340,0.494,28.54,119,1
2026-06-01 12:47:46,3503370,0.053,28.54,118,1
2026-06-01 12:47:49,3506400,1.502,28.54,118,1
2026-06-01 12:47:52,3509430,0.452,28.54,118,1
2026-06-01 12:47:55,3512460,-0.515,28.54,117,1
